"2020-05-17 16:18:48",1
"2020-05-17 17:28:07",0.003
"2020-05-17 17:29:17",0.00
"2020-05-17 17:31:56",0.00
"2020-05-17 17:32:11",0.00
"2020-05-17 18:19:20",0.00
"2020-05-17 18:19:30",0.003
"2020-05-17 18:19:39",0.003
"2020-05-17 18:19:40",0.00
"2020-05-17 18:19:57",0.00
"2020-05-17 18:24:28",0.00
"2020-05-17 18:24:43",0.00
"2020-05-17 18:26:09",0.00
"2020-05-17 18:26:25",0.00
"2020-05-17 18:26:43",0.00
"2020-05-17 18:26:58",0.00
"2020-05-17 18:28:40",0.00
"2020-05-17 18:30:06",0.00
"2020-05-17 18:31:31",0.00
"2020-05-17 18:34:10",0.00
"2020-05-17 18:34:26",0.00
"2020-05-17 18:37:51",0.00
"2020-05-17 18:38:07",0.00
"2020-05-17 18:38:22",0.00
"2020-05-17 18:42:18",0.00
"2020-05-17 18:42:33",0.00
"2020-05-17 18:42:51",0.00
"2020-05-17 18:44:59",0.00
"2020-05-17 18:47:56",0.00
"2020-05-17 18:48:07",0.00
"2020-05-17 18:50:15",0.00
"2020-05-17 19:04:42",0.00
"2020-05-17 19:08:46",0.00
"2020-05-17 19:41:57",884.00
"2020-05-17 21:09:54",878.00
"2020-05-18 20:29:16",611.00
"2020-05-18 20:31:03",611.00
"2020-05-18 20:33:08",576.00
"2020-05-18 20:34:02",555.00
"2020-05-18 20:54:02",430.00
"2020-05-18 21:32:12",504.00
"2020-05-19 22:53:35",962.00
"2020-05-19 23:10:37",942.00
